品种,合约,合约月份,日期,收盘价
豆油,y2609,09,20260107,7808.0
豆油,y2609,09,20260108,7814.0
豆油,y2609,09,20260109,7838.0
豆油,y2609,09,20260112,7864.0
豆油,y2609,09,20260113,7842.0
豆油,y2609,09,20260114,7862.0
豆油,y2609,09,20260115,7804.0
豆油,y2609,09,20260116,7886.0
豆油,y2609,09,20260119,7876.0
豆油,y2609,09,20260120,7908.0
豆油,y2609,09,20260121,7948.0
豆油,y2609,09,20260122,7998.0
豆油,y2609,09,20260123,8000.0
豆油,y2609,09,20260126,8138.0
豆油,y2609,09,20260127,8172.0
豆油,y2609,09,20260128,8240.0
豆油,y2609,09,20260129,8294.0
豆油,y2609,09,20260130,8214.0
豆油,y2609,09,20260202,8028.0
豆油,y2609,09,20260203,8030.0
豆油,y2609,09,20260204,8074.0
豆油,y2609,09,20260205,8046.0
豆油,y2609,09,20260206,8054.0
豆油,y2609,09,20260209,8064.0
豆油,y2609,09,20260210,8048.0
豆油,y2609,09,20260211,8052.0
豆油,y2609,09,20260212,8022.0
豆油,y2609,09,20260213,7984.0
豆油,y2609,09,20260224,8070.0
豆油,y2609,09,20260225,8168.0
豆油,y2609,09,20260226,8158.0
豆油,y2609,09,20260227,8186.0
豆油,y2609,09,20260302,8244.0
豆油,y2609,09,20260303,8322.0
豆油,y2609,09,20260304,8340.0
豆油,y2609,09,20260305,8342.0
豆油,y2609,09,20260306,8364.0
豆油,y2609,09,20260309,8600.0
豆油,y2609,09,20260310,8380.0
豆油,y2609,09,20260311,8456.0
豆油,y2609,09,20260312,8540.0
豆油,y2609,09,20260313,8576.0
豆油,y2609,09,20260316,8652.0
豆油,y2609,09,20260317,8546.0
豆油,y2609,09,20260318,8452.0
豆油,y2609,09,20260319,8530.0
豆油,y2609,09,20260320,8548.0
豆油,y2609,09,20260323,8666.0
豆油,y2609,09,20260324,8532.0
豆油,y2609,09,20260325,8480.0
豆油,y2609,09,20260326,8588.0
豆油,y2609,09,20260327,8630.0
豆油,y2609,09,20260330,8674.0
豆油,y2609,09,20260331,8628.0
豆油,y2609,09,20260401,8584.0
豆油,y2609,09,20260402,8664.0
豆油,y2609,09,20260403,8674.0
豆油,y2609,09,20260407,8748.0
豆油,y2609,09,20260408,8460.0
豆油,y2609,09,20260409,8496.0
豆油,y2609,09,20260410,8506.0
豆油,y2609,09,20260413,8487.0
豆油,y2609,09,20260414,8458.0
豆油,y2609,09,20260415,8425.0
豆油,y2609,09,20260416,8448.0
豆油,y2609,09,20260417,8466.0
豆油,y2609,09,20260420,8473.0
豆油,y2609,09,20260421,8587.0
豆油,y2609,09,20260422,8626.0
豆油,y2609,09,20260423,8618.0
豆油,y2609,09,20260424,8527.0
豆油,y2609,09,20260427,8533.0
豆油,y2609,09,20260428,8559.0
豆油,y2609,09,20260429,8573.0
豆油,y2609,09,20260430,8605.0
豆油,y2609,09,20260506,8664.0
豆油,y2609,09,20260507,8581.0
豆油,y2609,09,20260508,8487.0
豆油,y2609,09,20260511,8562.0
豆油,y2609,09,20260512,8551.0
豆油,y2609,09,20260513,8544.0
豆油,y2609,09,20260514,8514.0
豆油,y2609,09,20260515,8435.0
豆油,y2609,09,20260518,8475.0
豆油,y2609,09,20260519,8588.0
豆油,y2609,09,20260520,8636.0
豆油,y2609,09,20260521,8537.0
豆油,y2609,09,20260522,8505.0
豆油,y2609,09,20260525,8440.0
豆油,y2609,09,20260526,8415.0
豆油,y2609,09,20260527,8442.0
豆油,y2609,09,20260528,8538.0
豆油,y2609,09,20260529,8553.0
豆油,y2609,09,20260601,8596.0
豆油,y2609,09,20260602,8558.0
豆油,y2609,09,20260603,8590.0
豆油,y2609,09,20260604,8499.0
豆油,y2609,09,20260605,8440.0
豆油,y2609,09,20260608,8376.0
豆油,y2609,09,20260609,8318.0
豆油,y2609,09,20260610,8320.0
豆油,y2609,09,20260611,8361.0
豆油,y2609,09,20260612,8357.0
豆油,y2609,09,20260615,8328.0
豆油,y2609,09,20260616,8345.0
豆油,y2609,09,20260617,8384.0
豆油,y2609,09,20260618,8353.0
豆油,y2609,09,20260622,8363.0
豆油,y2609,09,20260623,8353.0
豆油,y2609,09,20260624,8393.0
豆油,y2609,09,20260625,8351.0
豆油,y2609,09,20260626,8441.0
豆油,y2609,09,20260629,8469.0
豆油,y2609,09,20260630,8447.0
豆油,y2609,09,20260701,8430.0
豆油,y2609,09,20260702,8425.0
豆油,y2609,09,20260703,8406.0
豆油,y2609,09,20260706,8510.0
豆油,y2609,09,20260707,8587.0
豆油,y2609,09,20260708,8616.0
豆油,y2609,09,20260709,8610.0
豆油,y2609,09,20260710,8543.0
豆油,y2609,09,20260713,8568.0
豆油,y2609,09,20260714,8608.0
豆油,y2609,09,20260715,8598.0
豆油,y2609,09,20260716,8570.0
豆油,y2609,09,20260717,8535.0
豆油,y2609,09,20260720,8599.0
豆油,y2609,09,20260721,8542.0
豆油,y2609,09,20260722,8442.0
豆油,y2609,09,20260723,8545.0
豆油,y2609,09,20260724,8620.0
豆油,y2609,09,20260727,8471.0
豆油,y2609,09,20260728,8419.0
豆油,y2609,09,20260729,8412.0
豆油,y2609,09,20260730,8407.0
豆油,y2609,09,20260731,8389.0
豆油,y2609,09,20260803,8385.0
豆油,y2609,09,20260804,8421.0
豆油,y2609,09,20260805,8405.0
豆油,y2609,09,20260806,8428.0
豆油,y2609,09,20260807,8429.0
豆油,y2609,09,20260810,8433.0
豆油,y2609,09,20260811,8450.0
豆油,y2609,09,20260812,8432.0
豆油,y2609,09,20260813,8470.0
豆油,y2609,09,20260814,8519.0
豆油,y2609,09,20260817,8540.0
豆油,y2609,09,20260818,8672.0
豆油,y2609,09,20260819,8736.0
豆油,y2609,09,20260820,8871.0
豆油,y2609,09,20260821,8832.0
豆油,y2609,09,20260824,8825.0
豆油,y2609,09,20260825,8751.0
豆油,y2609,09,20260826,8755.0
豆油,y2609,09,20260827,8816.0
豆油,y2609,09,20260828,8920.0
豆油,y2609,09,20260831,8950.0
豆油,y2609,09,20260901,9087.0
豆油,y2609,09,20260902,9058.0
豆油,y2609,09,20260903,9170.0
豆油,y2611,11,20260724,8658.0
豆油,y2611,11,20260727,8517.0
豆油,y2611,11,20260728,8464.0
豆油,y2611,11,20260729,8455.0
豆油,y2611,11,20260730,8452.0
豆油,y2611,11,20260731,8432.0
豆油,y2611,11,20260803,8422.0
豆油,y2611,11,20260804,8464.0
豆油,y2611,11,20260805,8437.0
豆油,y2611,11,20260806,8466.0
豆油,y2611,11,20260807,8471.0
豆油,y2611,11,20260810,8472.0
豆油,y2611,11,20260811,8495.0
豆油,y2611,11,20260812,8475.0
豆油,y2611,11,20260813,8530.0
豆油,y2611,11,20260814,8584.0
豆油,y2611,11,20260817,8606.0
豆油,y2611,11,20260818,8748.0
豆油,y2611,11,20260819,8810.0
豆油,y2611,11,20260820,8924.0
豆油,y2611,11,20260821,8881.0
豆油,y2611,11,20260824,8864.0
豆油,y2611,11,20260825,8796.0
豆油,y2611,11,20260826,8815.0
豆油,y2611,11,20260827,8864.0
豆油,y2611,11,20260828,8970.0
豆油,y2611,11,20260831,9042.0
豆油,y2611,11,20260901,9073.0
豆油,y2611,11,20260902,9066.0
豆油,y2611,11,20260903,9083.0
豆油,y2701,01,20260119,7862.0
豆油,y2701,01,20260120,7896.0
豆油,y2701,01,20260121,7924.0
豆油,y2701,01,20260122,7976.0
豆油,y2701,01,20260123,7984.0
豆油,y2701,01,20260126,8116.0
豆油,y2701,01,20260127,8142.0
豆油,y2701,01,20260128,8206.0
豆油,y2701,01,20260129,8238.0
豆油,y2701,01,20260130,8174.0
豆油,y2701,01,20260202,8004.0
豆油,y2701,01,20260203,8000.0
豆油,y2701,01,20260204,8036.0
豆油,y2701,01,20260205,8026.0
豆油,y2701,01,20260206,8030.0
豆油,y2701,01,20260209,8066.0
豆油,y2701,01,20260210,8046.0
豆油,y2701,01,20260211,8052.0
豆油,y2701,01,20260212,8028.0
豆油,y2701,01,20260213,7988.0
豆油,y2701,01,20260224,8056.0
豆油,y2701,01,20260225,8138.0
豆油,y2701,01,20260226,8136.0
豆油,y2701,01,20260227,8176.0
豆油,y2701,01,20260302,8224.0
豆油,y2701,01,20260303,8304.0
豆油,y2701,01,20260304,8320.0
豆油,y2701,01,20260305,8318.0
豆油,y2701,01,20260306,8340.0
豆油,y2701,01,20260309,8586.0
豆油,y2701,01,20260310,8404.0
豆油,y2701,01,20260311,8452.0
豆油,y2701,01,20260312,8534.0
豆油,y2701,01,20260313,8606.0
豆油,y2701,01,20260316,8656.0
豆油,y2701,01,20260317,8508.0
豆油,y2701,01,20260318,8442.0
豆油,y2701,01,20260319,8520.0
豆油,y2701,01,20260320,8536.0
豆油,y2701,01,20260323,8644.0
豆油,y2701,01,20260324,8508.0
豆油,y2701,01,20260325,8446.0
豆油,y2701,01,20260326,8542.0
豆油,y2701,01,20260327,8584.0
豆油,y2701,01,20260330,8618.0
豆油,y2701,01,20260331,8578.0
豆油,y2701,01,20260401,8530.0
豆油,y2701,01,20260402,8614.0
豆油,y2701,01,20260403,8624.0
豆油,y2701,01,20260407,8692.0
豆油,y2701,01,20260408,8394.0
豆油,y2701,01,20260409,8428.0
豆油,y2701,01,20260410,8434.0
豆油,y2701,01,20260413,8415.0
豆油,y2701,01,20260414,8387.0
豆油,y2701,01,20260415,8352.0
豆油,y2701,01,20260416,8378.0
豆油,y2701,01,20260417,8401.0
豆油,y2701,01,20260420,8410.0
豆油,y2701,01,20260421,8516.0
豆油,y2701,01,20260422,8568.0
豆油,y2701,01,20260423,8556.0
豆油,y2701,01,20260424,8477.0
豆油,y2701,01,20260427,8474.0
豆油,y2701,01,20260428,8515.0
豆油,y2701,01,20260429,8530.0
豆油,y2701,01,20260430,8569.0
豆油,y2701,01,20260506,8638.0
豆油,y2701,01,20260507,8554.0
豆油,y2701,01,20260508,8435.0
豆油,y2701,01,20260511,8513.0
豆油,y2701,01,20260512,8497.0
豆油,y2701,01,20260513,8498.0
豆油,y2701,01,20260514,8470.0
豆油,y2701,01,20260515,8391.0
豆油,y2701,01,20260518,8431.0
豆油,y2701,01,20260519,8545.0
豆油,y2701,01,20260520,8588.0
豆油,y2701,01,20260521,8496.0
豆油,y2701,01,20260522,8459.0
豆油,y2701,01,20260525,8404.0
豆油,y2701,01,20260526,8389.0
豆油,y2701,01,20260527,8417.0
豆油,y2701,01,20260528,8498.0
豆油,y2701,01,20260529,8517.0
豆油,y2701,01,20260601,8563.0
豆油,y2701,01,20260602,8547.0
豆油,y2701,01,20260603,8590.0
豆油,y2701,01,20260604,8492.0
豆油,y2701,01,20260605,8422.0
豆油,y2701,01,20260608,8367.0
豆油,y2701,01,20260609,8290.0
豆油,y2701,01,20260610,8301.0
豆油,y2701,01,20260611,8345.0
豆油,y2701,01,20260612,8330.0
豆油,y2701,01,20260615,8288.0
豆油,y2701,01,20260616,8308.0
豆油,y2701,01,20260617,8343.0
豆油,y2701,01,20260618,8320.0
豆油,y2701,01,20260622,8319.0
豆油,y2701,01,20260623,8304.0
豆油,y2701,01,20260624,8347.0
豆油,y2701,01,20260625,8318.0
豆油,y2701,01,20260626,8394.0
豆油,y2701,01,20260629,8424.0
豆油,y2701,01,20260630,8400.0
豆油,y2701,01,20260701,8387.0
豆油,y2701,01,20260702,8389.0
豆油,y2701,01,20260703,8376.0
豆油,y2701,01,20260706,8474.0
豆油,y2701,01,20260707,8559.0
豆油,y2701,01,20260708,8599.0
豆油,y2701,01,20260709,8587.0
豆油,y2701,01,20260710,8533.0
豆油,y2701,01,20260713,8561.0
豆油,y2701,01,20260714,8595.0
豆油,y2701,01,20260715,8586.0
豆油,y2701,01,20260716,8564.0
豆油,y2701,01,20260717,8533.0
豆油,y2701,01,20260720,8593.0
豆油,y2701,01,20260721,8546.0
豆油,y2701,01,20260722,8465.0
豆油,y2701,01,20260723,8562.0
豆油,y2701,01,20260724,8633.0
豆油,y2701,01,20260727,8489.0
豆油,y2701,01,20260728,8453.0
豆油,y2701,01,20260729,8449.0
豆油,y2701,01,20260730,8436.0
豆油,y2701,01,20260731,8406.0
豆油,y2701,01,20260803,8388.0
豆油,y2701,01,20260804,8440.0
豆油,y2701,01,20260805,8424.0
豆油,y2701,01,20260806,8441.0
豆油,y2701,01,20260807,8443.0
豆油,y2701,01,20260810,8445.0
豆油,y2701,01,20260811,8468.0
豆油,y2701,01,20260812,8442.0
豆油,y2701,01,20260813,8485.0
豆油,y2701,01,20260814,8541.0
豆油,y2701,01,20260817,8561.0
豆油,y2701,01,20260818,8694.0
豆油,y2701,01,20260819,8747.0
豆油,y2701,01,20260820,8847.0
豆油,y2701,01,20260821,8824.0
豆油,y2701,01,20260824,8805.0
豆油,y2701,01,20260825,8764.0
豆油,y2701,01,20260826,8765.0
豆油,y2701,01,20260827,8828.0
豆油,y2701,01,20260828,8965.0
豆油,y2701,01,20260831,9045.0
豆油,y2701,01,20260901,9098.0
豆油,y2701,01,20260902,9113.0
豆油,y2701,01,20260903,9123.0
豆油,y2703,03,20260724,8555.0
豆油,y2703,03,20260727,8420.0
豆油,y2703,03,20260728,8387.0
豆油,y2703,03,20260729,8385.0
豆油,y2703,03,20260730,8385.0
豆油,y2703,03,20260731,8352.0
豆油,y2703,03,20260803,8335.0
豆油,y2703,03,20260804,8376.0
豆油,y2703,03,20260805,8367.0
豆油,y2703,03,20260806,8380.0
豆油,y2703,03,20260807,8385.0
豆油,y2703,03,20260810,8390.0
豆油,y2703,03,20260811,8411.0
豆油,y2703,03,20260812,8398.0
豆油,y2703,03,20260813,8445.0
豆油,y2703,03,20260814,8500.0
豆油,y2703,03,20260817,8523.0
豆油,y2703,03,20260818,8648.0
豆油,y2703,03,20260819,8703.0
豆油,y2703,03,20260820,8797.0
豆油,y2703,03,20260821,8778.0
豆油,y2703,03,20260824,8758.0
豆油,y2703,03,20260825,8707.0
豆油,y2703,03,20260826,8716.0
豆油,y2703,03,20260827,8784.0
豆油,y2703,03,20260828,8934.0
豆油,y2703,03,20260831,9016.0
豆油,y2703,03,20260901,9070.0
豆油,y2703,03,20260902,9086.0
豆油,y2703,03,20260903,9107.0
豆油,y2705,05,20260520,8390.0
豆油,y2705,05,20260521,8271.0
豆油,y2705,05,20260522,8249.0
豆油,y2705,05,20260525,8200.0
豆油,y2705,05,20260526,8207.0
豆油,y2705,05,20260527,8204.0
豆油,y2705,05,20260528,8234.0
豆油,y2705,05,20260529,8223.0
豆油,y2705,05,20260601,8306.0
豆油,y2705,05,20260602,8300.0
豆油,y2705,05,20260603,8321.0
豆油,y2705,05,20260604,8213.0
豆油,y2705,05,20260605,8153.0
豆油,y2705,05,20260608,8092.0
豆油,y2705,05,20260609,8023.0
豆油,y2705,05,20260610,8017.0
豆油,y2705,05,20260611,8066.0
豆油,y2705,05,20260612,8059.0
豆油,y2705,05,20260615,8042.0
豆油,y2705,05,20260616,8026.0
豆油,y2705,05,20260617,8062.0
豆油,y2705,05,20260618,8044.0
豆油,y2705,05,20260622,8034.0
豆油,y2705,05,20260623,8012.0
豆油,y2705,05,20260624,8029.0
豆油,y2705,05,20260625,7990.0
豆油,y2705,05,20260626,8039.0
豆油,y2705,05,20260629,8064.0
豆油,y2705,05,20260630,8040.0
豆油,y2705,05,20260701,8040.0
豆油,y2705,05,20260702,8038.0
豆油,y2705,05,20260703,8059.0
豆油,y2705,05,20260706,8145.0
豆油,y2705,05,20260707,8238.0
豆油,y2705,05,20260708,8272.0
豆油,y2705,05,20260709,8272.0
豆油,y2705,05,20260710,8231.0
豆油,y2705,05,20260713,8258.0
豆油,y2705,05,20260714,8282.0
豆油,y2705,05,20260715,8277.0
豆油,y2705,05,20260716,8269.0
豆油,y2705,05,20260717,8251.0
豆油,y2705,05,20260720,8313.0
豆油,y2705,05,20260721,8295.0
豆油,y2705,05,20260722,8220.0
豆油,y2705,05,20260723,8303.0
豆油,y2705,05,20260724,8338.0
豆油,y2705,05,20260727,8226.0
豆油,y2705,05,20260728,8205.0
豆油,y2705,05,20260729,8207.0
豆油,y2705,05,20260730,8199.0
豆油,y2705,05,20260731,8175.0
豆油,y2705,05,20260803,8145.0
豆油,y2705,05,20260804,8187.0
豆油,y2705,05,20260805,8191.0
豆油,y2705,05,20260806,8199.0
豆油,y2705,05,20260807,8199.0
豆油,y2705,05,20260810,8208.0
豆油,y2705,05,20260811,8230.0
豆油,y2705,05,20260812,8239.0
豆油,y2705,05,20260813,8286.0
豆油,y2705,05,20260814,8353.0
豆油,y2705,05,20260817,8397.0
豆油,y2705,05,20260818,8504.0
豆油,y2705,05,20260819,8557.0
豆油,y2705,05,20260820,8643.0
豆油,y2705,05,20260821,8614.0
豆油,y2705,05,20260824,8616.0
豆油,y2705,05,20260825,8560.0
豆油,y2705,05,20260826,8563.0
豆油,y2705,05,20260827,8619.0
豆油,y2705,05,20260828,8788.0
豆油,y2705,05,20260831,8875.0
豆油,y2705,05,20260901,8926.0
豆油,y2705,05,20260902,8930.0
豆油,y2705,05,20260903,8948.0
豆油,y2707,07,20260724,8314.0
豆油,y2707,07,20260727,8202.0
豆油,y2707,07,20260728,8173.0
豆油,y2707,07,20260729,8189.0
豆油,y2707,07,20260730,8178.0
豆油,y2707,07,20260731,8141.0
豆油,y2707,07,20260803,8120.0
豆油,y2707,07,20260804,8153.0
豆油,y2707,07,20260805,8151.0
豆油,y2707,07,20260806,8151.0
豆油,y2707,07,20260807,8166.0
豆油,y2707,07,20260810,8170.0
豆油,y2707,07,20260811,8188.0
豆油,y2707,07,20260812,8190.0
豆油,y2707,07,20260813,8237.0
豆油,y2707,07,20260814,8302.0
豆油,y2707,07,20260817,8346.0
豆油,y2707,07,20260818,8441.0
豆油,y2707,07,20260819,8500.0
豆油,y2707,07,20260820,8599.0
豆油,y2707,07,20260821,8572.0
豆油,y2707,07,20260824,8566.0
豆油,y2707,07,20260825,8505.0
豆油,y2707,07,20260826,8502.0
豆油,y2707,07,20260827,8560.0
豆油,y2707,07,20260828,8697.0
豆油,y2707,07,20260831,8769.0
豆油,y2707,07,20260901,8817.0
豆油,y2707,07,20260902,8838.0
豆油,y2707,07,20260903,8863.0
豆粕,m2609,09,20260105,2855.0
豆粕,m2609,09,20260106,2871.0
豆粕,m2609,09,20260107,2888.0
豆粕,m2609,09,20260108,2875.0
豆粕,m2609,09,20260109,2876.0
豆粕,m2609,09,20260112,2886.0
豆粕,m2609,09,20260113,2859.0
豆粕,m2609,09,20260114,2855.0
豆粕,m2609,09,20260115,2857.0
豆粕,m2609,09,20260116,2846.0
豆粕,m2609,09,20260119,2848.0
豆粕,m2609,09,20260120,2853.0
豆粕,m2609,09,20260121,2840.0
豆粕,m2609,09,20260122,2863.0
豆粕,m2609,09,20260123,2855.0
豆粕,m2609,09,20260126,2868.0
豆粕,m2609,09,20260127,2857.0
豆粕,m2609,09,20260128,2881.0
豆粕,m2609,09,20260129,2888.0
豆粕,m2609,09,20260130,2865.0
豆粕,m2609,09,20260202,2852.0
豆粕,m2609,09,20260203,2841.0
豆粕,m2609,09,20260204,2839.0
豆粕,m2609,09,20260205,2854.0
豆粕,m2609,09,20260206,2858.0
豆粕,m2609,09,20260209,2857.0
豆粕,m2609,09,20260210,2858.0
豆粕,m2609,09,20260211,2888.0
豆粕,m2609,09,20260212,2898.0
豆粕,m2609,09,20260213,2906.0
豆粕,m2609,09,20260224,2890.0
豆粕,m2609,09,20260225,2936.0
豆粕,m2609,09,20260226,2951.0
豆粕,m2609,09,20260227,2951.0
豆粕,m2609,09,20260302,2952.0
豆粕,m2609,09,20260303,2956.0
豆粕,m2609,09,20260304,2944.0
豆粕,m2609,09,20260305,2955.0
豆粕,m2609,09,20260306,3003.0
豆粕,m2609,09,20260309,3049.0
豆粕,m2609,09,20260310,3022.0
豆粕,m2609,09,20260311,3054.0
豆粕,m2609,09,20260312,3050.0
豆粕,m2609,09,20260313,3026.0
豆粕,m2609,09,20260316,3037.0
豆粕,m2609,09,20260317,3023.0
豆粕,m2609,09,20260318,3004.0
豆粕,m2609,09,20260319,3009.0
豆粕,m2609,09,20260320,3055.0
豆粕,m2609,09,20260323,3050.0
豆粕,m2609,09,20260324,3022.0
豆粕,m2609,09,20260325,3007.0
豆粕,m2609,09,20260326,3030.0
豆粕,m2609,09,20260327,3023.0
豆粕,m2609,09,20260330,3003.0
豆粕,m2609,09,20260331,2988.0
豆粕,m2609,09,20260401,2962.0
豆粕,m2609,09,20260402,2964.0
豆粕,m2609,09,20260403,2949.0
豆粕,m2609,09,20260407,2963.0
豆粕,m2609,09,20260408,2962.0
豆粕,m2609,09,20260409,2971.0
豆粕,m2609,09,20260410,2977.0
豆粕,m2609,09,20260413,2980.0
豆粕,m2609,09,20260414,2977.0
豆粕,m2609,09,20260415,2977.0
豆粕,m2609,09,20260416,2991.0
豆粕,m2609,09,20260417,2958.0
豆粕,m2609,09,20260420,2967.0
豆粕,m2609,09,20260421,2978.0
豆粕,m2609,09,20260422,3026.0
豆粕,m2609,09,20260423,2994.0
豆粕,m2609,09,20260424,2984.0
豆粕,m2609,09,20260427,2993.0
豆粕,m2609,09,20260428,3006.0
豆粕,m2609,09,20260429,3020.0
豆粕,m2609,09,20260430,3021.0
豆粕,m2609,09,20260506,3007.0
豆粕,m2609,09,20260507,2988.0
豆粕,m2609,09,20260508,3003.0
豆粕,m2609,09,20260511,3039.0
豆粕,m2609,09,20260512,3033.0
豆粕,m2609,09,20260513,3048.0
豆粕,m2609,09,20260514,3028.0
豆粕,m2609,09,20260515,2979.0
豆粕,m2609,09,20260518,2985.0
豆粕,m2609,09,20260519,3038.0
豆粕,m2609,09,20260520,3025.0
豆粕,m2609,09,20260521,2993.0
豆粕,m2609,09,20260522,2990.0
豆粕,m2609,09,20260525,2973.0
豆粕,m2609,09,20260526,2971.0
豆粕,m2609,09,20260527,2971.0
豆粕,m2609,09,20260528,2994.0
豆粕,m2609,09,20260529,2991.0
豆粕,m2609,09,20260601,2993.0
豆粕,m2609,09,20260602,2973.0
豆粕,m2609,09,20260603,2976.0
豆粕,m2609,09,20260604,2943.0
豆粕,m2609,09,20260605,2918.0
豆粕,m2609,09,20260608,2905.0
豆粕,m2609,09,20260609,2895.0
豆粕,m2609,09,20260610,2918.0
豆粕,m2609,09,20260611,2939.0
豆粕,m2609,09,20260612,2941.0
豆粕,m2609,09,20260615,2941.0
豆粕,m2609,09,20260616,2945.0
豆粕,m2609,09,20260617,2957.0
豆粕,m2609,09,20260618,2942.0
豆粕,m2609,09,20260622,2934.0
豆粕,m2609,09,20260623,2947.0
豆粕,m2609,09,20260624,2952.0
豆粕,m2609,09,20260625,2958.0
豆粕,m2609,09,20260626,2974.0
豆粕,m2609,09,20260629,2967.0
豆粕,m2609,09,20260630,2943.0
豆粕,m2609,09,20260701,2965.0
豆粕,m2609,09,20260702,2977.0
豆粕,m2609,09,20260703,2962.0
豆粕,m2609,09,20260706,3026.0
豆粕,m2609,09,20260707,3045.0
豆粕,m2609,09,20260708,3051.0
豆粕,m2609,09,20260709,3052.0
豆粕,m2609,09,20260710,3049.0
豆粕,m2609,09,20260713,3050.0
豆粕,m2609,09,20260714,3049.0
豆粕,m2609,09,20260715,3066.0
豆粕,m2609,09,20260716,3067.0
豆粕,m2609,09,20260717,3061.0
豆粕,m2609,09,20260720,3129.0
豆粕,m2609,09,20260721,3148.0
豆粕,m2609,09,20260722,3146.0
豆粕,m2609,09,20260723,3175.0
豆粕,m2609,09,20260724,3225.0
豆粕,m2609,09,20260727,3164.0
豆粕,m2609,09,20260728,3101.0
豆粕,m2609,09,20260729,3109.0
豆粕,m2609,09,20260730,3074.0
豆粕,m2609,09,20260731,3071.0
豆粕,m2609,09,20260803,3067.0
豆粕,m2609,09,20260804,3079.0
豆粕,m2609,09,20260805,3070.0
豆粕,m2609,09,20260806,3089.0
豆粕,m2609,09,20260807,3103.0
豆粕,m2609,09,20260810,3099.0
豆粕,m2609,09,20260811,3092.0
豆粕,m2609,09,20260812,3097.0
豆粕,m2609,09,20260813,3110.0
豆粕,m2609,09,20260814,3120.0
豆粕,m2609,09,20260817,3131.0
豆粕,m2609,09,20260818,3200.0
豆粕,m2609,09,20260819,3214.0
豆粕,m2609,09,20260820,3233.0
豆粕,m2609,09,20260821,3190.0
豆粕,m2609,09,20260824,3184.0
豆粕,m2609,09,20260825,3195.0
豆粕,m2609,09,20260826,3266.0
豆粕,m2609,09,20260827,3324.0
豆粕,m2609,09,20260828,3312.0
豆粕,m2609,09,20260831,3337.0
豆粕,m2609,09,20260901,3347.0
豆粕,m2609,09,20260902,3318.0
豆粕,m2609,09,20260903,3350.0
豆粕,m2611,11,20260105,2876.0
豆粕,m2611,11,20260106,2888.0
豆粕,m2611,11,20260107,2907.0
豆粕,m2611,11,20260108,2895.0
豆粕,m2611,11,20260109,2896.0
豆粕,m2611,11,20260112,2903.0
豆粕,m2611,11,20260113,2880.0
豆粕,m2611,11,20260114,2876.0
豆粕,m2611,11,20260115,2877.0
豆粕,m2611,11,20260116,2866.0
豆粕,m2611,11,20260119,2869.0
豆粕,m2611,11,20260120,2874.0
豆粕,m2611,11,20260121,2860.0
豆粕,m2611,11,20260122,2883.0
豆粕,m2611,11,20260123,2873.0
豆粕,m2611,11,20260126,2889.0
豆粕,m2611,11,20260127,2878.0
豆粕,m2611,11,20260128,2901.0
豆粕,m2611,11,20260129,2910.0
豆粕,m2611,11,20260130,2888.0
豆粕,m2611,11,20260202,2875.0
豆粕,m2611,11,20260203,2866.0
豆粕,m2611,11,20260204,2864.0
豆粕,m2611,11,20260205,2881.0
豆粕,m2611,11,20260206,2884.0
豆粕,m2611,11,20260209,2884.0
豆粕,m2611,11,20260210,2883.0
豆粕,m2611,11,20260211,2911.0
豆粕,m2611,11,20260212,2921.0
豆粕,m2611,11,20260213,2930.0
豆粕,m2611,11,20260224,2912.0
豆粕,m2611,11,20260225,2959.0
豆粕,m2611,11,20260226,2974.0
豆粕,m2611,11,20260227,2975.0
豆粕,m2611,11,20260302,2978.0
豆粕,m2611,11,20260303,2980.0
豆粕,m2611,11,20260304,2970.0
豆粕,m2611,11,20260305,2980.0
豆粕,m2611,11,20260306,3027.0
豆粕,m2611,11,20260309,3069.0
豆粕,m2611,11,20260310,3045.0
豆粕,m2611,11,20260311,3072.0
豆粕,m2611,11,20260312,3072.0
豆粕,m2611,11,20260313,3042.0
豆粕,m2611,11,20260316,3056.0
豆粕,m2611,11,20260317,3043.0
豆粕,m2611,11,20260318,3021.0
豆粕,m2611,11,20260319,3028.0
豆粕,m2611,11,20260320,3074.0
豆粕,m2611,11,20260323,3069.0
豆粕,m2611,11,20260324,3041.0
豆粕,m2611,11,20260325,3028.0
豆粕,m2611,11,20260326,3052.0
豆粕,m2611,11,20260327,3046.0
豆粕,m2611,11,20260330,3027.0
豆粕,m2611,11,20260331,3011.0
豆粕,m2611,11,20260401,2986.0
豆粕,m2611,11,20260402,2989.0
豆粕,m2611,11,20260403,2973.0
豆粕,m2611,11,20260407,2987.0
豆粕,m2611,11,20260408,2987.0
豆粕,m2611,11,20260409,2994.0
豆粕,m2611,11,20260410,3002.0
豆粕,m2611,11,20260413,3005.0
豆粕,m2611,11,20260414,3000.0
豆粕,m2611,11,20260415,3000.0
豆粕,m2611,11,20260416,3014.0
豆粕,m2611,11,20260417,2980.0
豆粕,m2611,11,20260420,2991.0
豆粕,m2611,11,20260421,3003.0
豆粕,m2611,11,20260422,3049.0
豆粕,m2611,11,20260423,3018.0
豆粕,m2611,11,20260424,3007.0
豆粕,m2611,11,20260427,3016.0
豆粕,m2611,11,20260428,3030.0
豆粕,m2611,11,20260429,3043.0
豆粕,m2611,11,20260430,3044.0
豆粕,m2611,11,20260506,3032.0
豆粕,m2611,11,20260507,3014.0
豆粕,m2611,11,20260508,3027.0
